TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-02-18,2026-02-18,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,14800.0,14930.01,14800.0,14806.56,14800.0,14956.75,,14806.09,,,558,8283461.79,89,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15297.92,15297.92,14715.0,14794.07,14789.99,14997.96,,14791.45,,,327,4863398.88,101,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15231.65,15231.65,14535.0,14805.53,14801.0,14932.96,,14805.52,,,1286,19104925.72,238,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,14944.47,14949.99,14800.0,14802.35,14820.0,14944.47,,14819.39,,,482,7162386.49,122,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,14679.13,14950.0,14679.13,14815.64,14815.0,14978.7,,14816.37,,,233,3455797.23,72,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,14716.2,14999.23,14660.23,14819.35,14820.0,14959.42,,14819.35,,,580,8639714.49,118,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15025.0,15025.0,14755.0,14770.19,14755.01,15006.8,,14769.03,,,273,4057094.06,69,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,14819.0,14819.0,14819.0,14819.0,14819.0,14823.42,,14819.0,,,2,29638.0,2,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15490.0,15490.0,14843.01,14852.0,14852.0,14899.0,,14852.0,,,6,89782.0,5,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,14899.99,14899.99,14850.0,14850.0,14850.0,14801.21,,14850.0,,,22,327153.91,6,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15000.0,15000.0,14750.12,14775.68,14750.12,16028.85,,14775.68,,,14,208257.85,7,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,14900.0,15000.0,14600.0,14799.99,14800.0,15179.99,,14799.99,,,127,1870355.94,19,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,14865.0,14999.94,14855.0,14870.0,14870.0,14852.3,,14870.0,,,42,624553.98,8,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15094.0,15100.0,14950.0,15009.72,15100.0,15093.07,,15009.72,,,104,1562234.63,39,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,14923.0,14923.0,14805.0,14889.98,14889.98,14923.0,,14889.98,,,15,222483.09,6,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,14621.01,14851.0,14621.01,14749.6,14751.05,15012.05,,14749.6,,,76,1118818.23,14,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15200.0,15200.0,14800.0,14800.0,14800.0,15295.0,,14800.0,,,8,119200.0,2,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,14878.0,14878.0,14750.0,14875.0,14875.0,14878.0,,14875.0,,,37,547262.0,10,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,14793.0,14999.98,14751.0,14800.5,14800.0,14864.45,,14800.5,,,44,653421.21,17,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,14972.5,14998.98,14751.0,14819.47,14751.0,14972.5,,14820.5,,,624,9288761.99,194,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,14877.41,14973.61,14750.02,14751.31,14750.02,14877.41,,14635.66,,,262,3900288.75,78,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,14805.01,14959.98,14750.0,14786.84,14775.01,14915.92,,14787.03,,,833,12345146.69,163,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,14999.0,14999.0,14730.01,14730.01,14730.01,14999.0,,14730.01,,,6,88813.04,3,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15000.0,15000.0,14776.0,14798.98,14800.0,14982.77,,14796.83,,,2023,30078896.79,454,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14906.0,15395.0,14800.0,14815.71,14842.0,14985.29,,14815.21,,,2381,35449955.54,188,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14900.0,14900.0,14765.01,14803.18,14765.01,15000.0,,14801.0,,,126,1869019.36,49,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,14800.0,14850.0,14800.0,14808.36,14800.0,15250.0,,14808.36,,,16,236927.25,9,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,14890.0,14890.0,14855.0,14855.04,14855.04,14921.98,,14855.04,,,170,2530718.04,9,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14953.24,14990.0,14800.0,14840.58,14800.0,14953.24,,14798.59,,,156,2322581.15,44,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14957.73,14957.73,14702.0,14800.02,14800.0,14957.73,,14800.02,,,249,3705136.43,80,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14965.01,14976.86,14930.0,14938.08,14930.0,14964.3,,14940.76,,,99,1481211.84,42,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14826.0,14949.0,14805.0,14888.0,14888.0,14964.72,,14851.5,,,299,4454287.2,71,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14929.0,14950.0,14750.0,14796.0,14750.0,14929.35,,14796.0,,,108,1604701.62,27,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14975.0,15050.0,14800.0,14800.0,14800.0,14973.33,,14800.0,,,56,835403.33,21,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14900.0,14950.0,14800.0,14801.01,14800.0,14961.91,,14805.29,,,707,10514155.59,158,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,15055.01,15055.01,14851.0,14892.99,14911.0,15053.05,,14856.33,,,216,3235110.93,80,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,15093.99,15100.0,14915.0,14980.0,14980.0,15094.57,,15059.97,,,469,7034499.47,128,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15797.82,15797.83,14750.01,15003.63,15049.9,15216.93,,14995.09,,,457,6862645.96,157,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15600.0,15600.0,14811.0,14827.79,14830.0,15204.0,,14827.79,,,165,2487189.54,55,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,15110.01,15149.99,14921.0,14946.54,14947.0,15106.91,,14946.54,,,303,4547682.2,76,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,15306.0,15306.0,15012.0,15052.66,15015.0,15306.7,,15067.22,,,1994,30148714.21,405,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,15539.0,15539.0,14950.0,15015.51,15015.01,15371.24,,15020.09,,,3718,56374879.6,660,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,15339.18,15498.97,15201.02,15266.43,15280.0,15498.73,,15270.53,,,2231,34079490.77,715,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,15251.0,15251.0,15000.0,15048.97,15000.0,15277.0,,15043.52,,,686,10352995.86,176,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,16262.99,16450.0,15606.0,15722.87,15700.0,16263.86,,15721.8,,,4304,68068240.43,1295,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,184.55,186.34,181.0,181.95,183.25,184.77,,181.95,,,62050,11371485.3,1933,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,38.52,38.52,37.02,37.49,38.47,37.77,,37.49,,,6781,255104.54,93,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1124.0,1142.0,1120.3,1127.2,1122.6,1124.6,,1127.2,,,311999,351795187.5,15682,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,147.0,148.0,146.35,147.45,147.4,146.4,,147.46,,,495280,73156429.75,731,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,233.18,234.6,225.81,229.87,229.01,227.5,,229.87,,,110982,25664039.38,2262,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,14.99,15.09,14.49,14.56,14.51,14.99,,14.57,,,665417,9770522.35,2259,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,36050.0,37000.0,35875.0,36915.0,36950.0,36030.0,,36914.65,,,4495,164215005.0,1664,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,35.15,36.64,33.81,35.68,35.75,35.15,,35.66,,,2057,73284.89,84,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,325.15,329.75,319.0,323.1,323.0,327.45,,323.1,,,54178,17475605.25,1829,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,647.05,673.9,647.05,654.5,654.0,644.35,,654.5,,,107947,71264956.4,5516,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,29323,INE053F07579,734IRFC28,N4,,,,,7.34 NCD 19FEB28 TR1 SR2,1058.01,1058.01,1058.01,1058.01,1058.01,1079.9,,1057.51,,,2,2116.02,1,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1160.01,1160.01,1160.01,1160.01,1160.01,1160.65,,1160.01,,,86,99760.86,1,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19976,INE134E07588,760PFCL35,N3,,,,,7.60% TAX FREE NCD,1191.05,1191.05,1191.05,1191.05,1191.05,1190.0,,1190.55,,,77,91710.85,1,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1093.0,1104.0,1090.65,1103.48,1103.48,1097.0,,1090.35,,,1162,1269724.53,7,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19930,INE031A07AT4,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1076.4,1101.0,1076.4,1101.0,1101.0,1104.0,,1102.25,,,747,822397.8,12,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,20030,INE202E07229,774IREDA31,N7,,,,,7.74% TAX FREE NCD,1092.0,1095.0,1092.0,1095.0,1095.0,1093.0,,1094.5,,,1357,1482372.8,7,F1,1,,,,,
2026-02-18,2026-02-18,CM,NSE,STK,19924,INE020B07GH7,812REC27,NI,,,,,8.12/8.32% TAX FREE NCD,1076.29,1077.0,1076.29,1076.92,1077.0,1078.5,,1076.92,,,200,215372.3,4,F1,1,,,,,
