TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-02-25,2026-02-25,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15719.87,15999.3,15719.0,15755.26,15750.0,15719.87,,15765.22,,,221,3484399.94,40,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15730.0,15791.0,15711.0,15745.5,15780.0,15717.77,,15745.5,,,154,2424088.16,48,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15750.0,16099.99,15713.01,15963.58,15949.0,15892.78,,15961.87,,,611,9665116.94,132,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15800.0,15800.0,15501.0,15742.11,15730.0,15756.8,,15742.11,,,1848,28949028.78,209,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15750.0,15800.0,15714.01,15779.0,15779.0,15727.87,,15797.2,,,265,4177103.56,48,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15800.0,15852.56,15726.0,15774.96,15790.0,15804.75,,15777.46,,,391,6166649.94,85,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15809.0,15859.0,15730.0,15743.44,15732.01,15810.7,,15746.08,,,90,1420821.01,33,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,15652.01,15746.71,15652.01,15710.81,15721.0,15647.0,,15710.81,,,20,314240.5,9,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15799.0,15799.0,15719.01,15727.0,15727.0,15750.0,,15727.0,,,19,299524.01,6,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15671.0,15749.0,15671.0,15749.0,15749.0,15657.82,,15749.0,,,7,109780.03,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15700.0,16915.0,15700.0,16456.35,16915.0,15380.09,,16456.35,,,39,620614.55,11,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15700.0,15795.0,15700.0,15795.0,15795.0,15501.06,,15795.0,,,27,424103.03,12,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15699.99,15699.99,15653.0,15670.0,15670.0,15667.0,,15670.0,,,16,250890.99,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15675.0,15774.0,15621.01,15709.99,15706.0,15679.88,,15709.77,,,278,4358936.06,76,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15785.0,15785.0,15699.0,15723.5,15748.0,15694.49,,15723.5,,,13,204620.0,8,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15523.66,15700.0,15523.66,15700.0,15700.0,15799.0,,15700.0,,,21,329523.66,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15982.99,15998.0,15664.31,15850.66,15851.0,15982.99,,15850.66,,,25,396076.59,11,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15847.0,15847.0,15847.0,15847.0,15847.0,15274.05,,15847.0,,,2,31694.0,1,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,15696.28,15700.0,15690.0,15697.14,15700.0,15696.28,,15697.14,,,13,204064.28,6,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15633.0,15682.0,15633.0,15680.0,15680.0,15651.0,,15665.0,,,30,470275.02,13,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15740.0,15790.96,15711.01,15732.05,15733.0,15741.66,,15732.05,,,139,2190136.12,40,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15712.5,15858.98,15712.5,15776.28,15772.99,15712.5,,15783.55,,,158,2494136.58,44,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15800.0,15840.0,15601.0,15797.57,15800.0,15772.82,,15797.57,,,544,8563784.08,98,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15567.27,15766.68,15567.24,15686.79,15716.0,15699.9,,15686.79,,,44,690154.34,19,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15800.0,15827.0,15703.0,15749.93,15750.0,15740.22,,15749.74,,,1465,23086340.74,194,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15720.0,15800.0,15711.0,15737.41,15740.0,15715.47,,15729.54,,,854,13451971.73,132,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,15701.5,15800.0,15656.0,15730.31,15740.0,15701.5,,15730.31,,,501,7891000.52,84,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15924.0,15924.0,15617.0,15617.0,15617.0,15600.0,,15617.0,,,3,47465.0,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,15730.0,15849.0,15690.0,15752.7,15731.67,15690.0,,15784.52,,,31,488013.35,6,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15700.0,15780.0,15683.0,15719.72,15712.0,15778.73,,15719.72,,,415,6520316.81,54,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15774.0,15774.0,15700.0,15731.0,15709.0,15756.83,,15731.0,,,232,3651379.54,48,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15799.0,15909.0,15735.0,15819.32,15741.01,15932.99,,15820.31,,,123,1944796.01,53,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,15728.77,15890.0,15728.77,15825.0,15825.0,15728.77,,15823.94,,,142,2242378.9,33,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,15700.0,15890.0,15700.0,15718.15,15735.0,15675.13,,15718.15,,,231,3637185.8,51,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,15785.0,15785.0,15700.5,15782.15,15785.0,15725.0,,15834.68,,,45,709377.0,16,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,15700.0,15800.0,15680.0,15778.95,15790.0,15789.11,,15778.95,,,736,11565431.61,204,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,16098.0,16098.0,15781.0,15909.93,15925.51,15931.65,,15909.93,,,183,2912445.54,47,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,16199.0,16199.0,15850.0,15984.35,15990.0,15945.57,,15984.35,,,166,2644410.51,52,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,16105.92,16105.92,15950.0,15992.11,16000.0,16105.92,,15992.11,,,374,5987429.4,72,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15890.0,15902.64,15787.0,15840.62,15840.0,15889.93,,15840.62,,,89,1410018.16,38,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,15872.5,15928.84,15810.0,15891.0,15891.0,15874.5,,15891.0,,,35,555477.93,14,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,16020.0,16083.99,16001.0,16018.35,16059.99,16051.88,,16020.45,,,294,4715850.55,101,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,16061.18,16100.0,15922.02,16089.16,16098.99,16061.06,,16086.86,,,1086,17439598.14,289,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,16265.0,16299.99,16240.0,16277.01,16281.0,16275.08,,16279.28,,,837,13621763.04,205,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,15932.0,16048.9,15912.01,15994.33,15990.0,16004.06,,15994.33,,,464,7411666.01,99,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,16720.0,17000.0,16416.0,16749.8,16750.0,16851.55,,16746.72,,,1579,26421574.18,387,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,175.7,177.8,174.01,174.92,177.0,175.7,,174.9,,,45707,8025966.65,1152,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,36.67,37.39,36.1,36.27,36.17,36.67,,36.27,,,4986,183619.07,37,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1120.0,1137.3,1104.5,1131.8,1137.3,1113.4,,1131.8,,,682336,768019058.8,24917,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,154.65,155.7,154.35,154.7,154.45,154.35,,154.67,,,45817,7102883.5,709,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,259.89,261.98,258.88,260.06,259.5,257.64,,260.05,,,79807,20773100.34,2676,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,14.2,14.37,13.93,13.97,13.94,14.1,,13.97,,,638302,8960203.68,1235,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,36000.0,36695.0,35740.0,36440.0,36675.0,35875.0,,36439.75,,,3213,116402585.0,2112,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,34.0,34.3,33.7,34.19,34.14,33.77,,34.19,,,1156,39133.22,43,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,328.45,334.2,322.25,325.15,325.0,328.25,,325.15,,,42743,14001789.7,1216,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,597.9,614.15,591.65,605.25,601.0,600.95,,605.35,,,236663,143118416.7,10542,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,29323,INE053F07579,734IRFC28,N4,,,,,7.34 NCD 19FEB28 TR1 SR2,1076.0,1076.0,1060.6,1060.6,1060.6,1064.0,,1060.6,,,7,7439.6,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19926,INE020B07JU4,743REC35,NH,,,,,7.43% TAX FREE TRI SR3B,1162.5,1166.0,1162.5,1166.0,1166.0,1165.0,,1175.44,,,66,76798.5,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,29312,INE031A07865,751HUDCO28,N5,,,,,7.51 NCD 16FEB28 TR1 SR2,1039.01,1039.03,1039.01,1039.03,1039.03,1037.11,,1044.88,,,35,36365.85,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19976,INE134E07588,760PFCL35,N3,,,,,7.60% TAX FREE NCD,1192.05,1192.05,1192.05,1192.05,1192.05,1192.0,,1192.05,,,5,5960.25,1,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1154.5,1154.5,1154.0,1154.0,1154.0,1154.5,,1154.0,,,1755,2025272.5,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1101.0,1101.0,1092.0,1092.26,1095.0,1103.0,,1092.26,,,282,308019.0,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19930,INE031A07AT4,769HUDCO31,N9,,,,,7.69% TAX FREETRII SR2B,1100.7,1105.0,1100.61,1105.0,1105.0,1099.0,,1105.0,,,106,116673.98,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20030,INE202E07229,774IREDA31,N7,,,,,7.74% TAX FREE NCD,1095.57,1095.57,1095.11,1095.41,1095.11,1092.89,,1095.41,,,575,629862.65,3,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,31240,INE031A07840,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1022.0,1022.2,1021.3,1021.82,1022.0,1024.19,,1021.53,,,11724,11978839.1,33,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20022,INE134E07208,830PFCL27,N5,,,,,8.30% TAX FREE NCD,1059.99,1059.99,1051.76,1052.04,1052.01,1051.03,,1052.04,,,854,898664.69,8,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1179.0,1182.0,1174.0,1176.0,1176.0,1179.0,,1176.0,,,909,1071296.29,21,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19968,INE031A07949,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1106.1,1106.1,1102.11,1102.11,1102.11,1108.0,,1104.99,,,500,551904.3,7,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20058,INE787H07370,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1224.99,1224.99,1223.99,1224.0,1224.0,1225.0,,1221.0,,,349,427193.84,19,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,31768,INE733E07JJ9,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1230.0,1249.9,1230.0,1230.0,1230.0,1230.0,,1230.0,,,68,83938.5,4,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,31487,INE848E07567,892NHPC33,N6,,,,,8.92% SEC RED BOND S3B,1303.0,1303.0,1303.0,1303.0,1303.0,1302.0,,1303.0,,,119,155057.0,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20028,INE134E07463,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1236.0,1237.0,1236.0,1237.0,1237.0,1235.0,,1237.0,,,59,72973.0,2,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,20048,INE774D08MA6,9MMFSML,N2,,,,,9.00% UNSECURED NCD,1059.1,1061.6,1059.1,1059.1,1059.1,1063.3,,1059.1,,,45,47722.0,5,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1242.0,1245.0,1240.0,1245.0,1245.0,1241.6,,1243.5,,,946,1176315.87,34,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,423.65,423.7,413.5,416.1,417.65,413.75,,415.45,,,19317,8071623.6,513,F1,1,,,,,
2026-02-25,2026-02-25,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,21.0,21.0,18.27,18.31,18.27,20.3,,18.32,,,6884514,128913254.38,5959,F1,1,,,,,
