TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-03-02,2026-03-02,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15817.03,16498.99,15817.03,16442.1,16450.0,15695.19,,16442.03,,,721,11744141.37,108,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,16061.0,16499.0,16061.0,16463.23,16499.0,15740.33,,16461.19,,,361,5921082.9,107,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,16017.56,16582.91,16016.56,16501.07,16425.01,15753.61,,16497.59,,,2458,40358513.69,437,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,16249.0,16450.0,16249.0,16445.44,16450.0,15740.0,,16443.1,,,309,5066610.34,83,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,16001.0,16579.0,16000.0,16500.31,16501.0,15720.96,,16500.31,,,338,5535633.3,106,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,16094.9,16688.98,16020.0,16473.63,16480.0,15778.33,,16473.75,,,878,14404388.03,183,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,16011.0,16749.0,16011.0,16454.55,16450.0,15770.42,,16454.55,,,645,10595149.47,137,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,2891,IN0020180033,SGBMAY26,GB,,,,,2.50%GOLDBONDS2026SR-I,16199.0,16669.0,15808.01,16393.69,16400.0,15689.37,,16393.69,,,129,2106297.39,44,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,16131.0,16425.0,16131.0,16421.2,16425.0,15800.0,,16421.2,,,262,4280221.4,24,F1,1,,,,,
2026-03-02,2026-03-02,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15841.0,16425.96,15841.0,16425.96,16425.96,15673.67,,16425.96,,,29,474814.76,14,F1,1,,,,,
